,t1,t2,HW,theta,RF
118,1,28,1558.852973623938,804.7643557829194,694.811337595906
119,1,29,901.8015343911794,1122.2886266194175,907.6294682379366
120,1,30,1944.0542094792513,1240.5994636167336,945.2110346554505
121,1,31,854.3188566603948,875.8526377578441,1282.8726410950849
122,1,32,846.0320749830187,851.3026246660639,1236.690092600133
123,1,33,870.8839142253024,863.1073912897856,1262.1204932559306
124,1,34,566.6291127671963,856.2085678866589,1239.128734889527
125,1,35,1092.168972137759,503.7027416634983,819.7308599058948
126,1,36,966.9235797237405,555.6264597479505,817.3533258067516
127,1,37,1548.6265326182065,512.9119267280544,408.36625294747313
128,1,38,555.6420848981924,599.845725097529,493.98140303854353
129,1,39,594.9885377188284,654.345318684726,501.745804633645
130,1,40,1373.3946213417453,922.9383690052006,763.3661759289727
131,1,41,1162.0670616169548,1176.4000391369036,1217.9851475202042
132,1,42,1230.6232848785191,1278.1498093825262,1424.914784356164
133,1,43,1253.9104374894969,1330.3980478862782,1431.9291854420294
134,1,44,1261.0873034137257,1456.5882768283552,1618.9628791905313
135,1,45,1297.2191145713034,1472.521741068534,1570.8944811324325
136,1,46,1367.3784042168568,1355.0797739222126,1407.4071626201317
137,1,47,2287.6286525094083,2124.252892767609,1332.2714991180933
138,1,48,2391.4503138393043,2229.3522191139855,1323.2077684127332
139,1,49,2080.3126672013714,2193.658169974055,1630.5191178831906
140,1,50,2014.7186547110825,1971.6541528253813,1611.8580795670841
141,1,51,1994.6061076847973,1796.0732637048382,1667.090235149704
142,1,52,1676.6463233179527,1244.7131546419803,1353.9173196978281
143,1,53,1224.9314034080228,1342.285861574468,1123.3781727046292
144,1,54,1126.2666770007006,796.2937318177932,1177.4299213434126
145,1,55,1017.8390551601841,1065.7854495364384,703.6788447279988
146,1,56,956.3164504432334,1178.5350023992112,1211.304966513109
147,1,57,1147.3050564321907,1227.2208991285672,1055.5696192846062
148,1,58,1372.2253570821867,1464.254540889173,1119.6959733703404
149,1,59,1305.576991195754,1491.5241191949576,1342.3123658410598
150,1,60,1466.0288596680339,1673.6299216980672,1473.6348737117326
151,1,61,1672.1721110429346,1732.8656013305024,1712.8923541215322
152,1,62,1449.7233243735918,1510.8873212366993,2002.5739632115449
153,1,63,1871.8996312161707,1762.7145263822222,2147.2164537811323
154,1,64,1489.386252800544,1559.3366002522603,2265.4237842409025
155,1,65,1663.5230832789507,1797.3511210948957,2316.7670343052127
156,1,66,1494.937399839983,1394.0872676607357,1991.610684813873
157,1,67,1601.547144170364,1500.3890104256468,1458.6527581680818
158,1,68,1276.5231413536926,1673.005120837312,1187.3125934432178
159,1,69,1997.033631140368,1882.3620268478169,1797.558353356653
160,1,70,1626.0433260414975,1557.6567042688812,1833.8093729249574
161,1,71,1625.465004831507,1590.4426809644358,2314.1709694861943
162,1,72,1692.2172423198108,1720.2346751825994,2414.139642163706
163,1,73,2191.7827091354166,2342.12486712215,2774.2266942995902
164,1,74,1590.6970729089894,1749.8371796934543,2466.9973310652686
165,1,75,1375.619838422564,1169.6182653018047,2312.6055537454654
166,1,76,919.1771224549683,948.0670163412755,2176.310022480847
167,1,77,627.3373963259429,562.5847442554306,2184.085867338944
168,1,78,706.6350221175304,617.791506432785,643.2657046923414
169,1,79,479.71314559168337,691.1822434797921,609.2522636770511
170,1,80,780.3072097237075,642.2355876406613,2352.4173842693654
171,1,81,796.1206357171001,642.1022916528559,804.9869118894694
172,1,82,616.612557241316,465.024904044597,2317.2847957720223
173,1,83,390.2327378575564,516.5820097527428,1409.5933095338085
174,1,84,629.1107635712978,660.7034951226436,825.5649278061778
175,1,85,677.6674529733112,750.9315178237563,853.01929161491
176,1,86,675.9671892643416,681.8331474622978,1723.3791405854781
177,1,87,920.8408172697425,839.0747163171444,1498.6258489480042
178,1,88,858.3409362143669,814.8553691003966,1308.1657590218533
179,1,89,1420.8075880117237,1302.5288184291783,1279.8031055535448
180,1,90,1588.5822659436653,1489.920793659928,1099.5982570770177
181,1,91,1374.3732104448554,1255.7281146240946,931.0627304657013
182,1,92,1370.9758268332776,1248.249206195444,968.4037383080057
183,1,93,1062.6865603005574,1015.9206772696772,1461.626352394963
184,1,94,1164.999849697825,1066.2485132668558,1435.2306212548615
185,1,95,743.166379089529,1490.1028499667484,1960.5385870956998
186,1,96,1003.7610136753195,1114.2767097406302,1501.3068990707884
187,1,97,1103.9493777336256,1214.322593171723,1504.6153591149257
188,1,98,1026.6485759799657,1619.9681780498972,2489.9582820260566
189,1,99,1517.022177001776,1627.5473741146352,1938.7510900929205
190,1,100,1279.9965885432218,1444.8063587606043,1844.0111762495392
191,1,101,939.6878833549815,1000.7525572639803,1789.4519867724646
192,1,102,986.0082264511594,1001.2216252566251,1771.3617253386112
193,1,103,919.2554185890417,922.8970173417896,1156.6757820467226
194,1,104,873.4780418314637,821.2312918016278,1018.897540023405
195,1,105,1017.4667089566682,962.181078346884,800.8186062158744
196,1,106,985.2730597576165,995.847624061339,673.4807441786595
197,1,107,1169.0437292623844,1070.1698697462916,668.9417885379983
198,1,108,768.2654489746875,821.4504085324313,2288.5760876979184
199,1,109,856.69432384996,829.816578405746,911.4404885741828
200,1,110,853.5923758242203,829.460156318116,849.9017296448943
201,1,111,918.382028596236,843.8485122794997,649.8249442767133
202,1,112,814.5662165602073,739.2050242016222,731.9208103960519
203,1,113,825.8143858008556,763.4906202580406,752.3825298008118
204,1,114,976.5926068790794,857.9179520169224,694.9788928880675
205,1,115,644.5048156228653,628.3144376529916,385.7149078762631
206,1,116,1502.362271989726,1456.4811955897264,1162.7466853295193
207,1,117,1537.2784705725053,1537.17060310835,1220.0383346777392
208,1,118,1557.937599736527,1359.4409519480184,1101.0660863937605
209,1,119,1392.7820273259993,1276.2418351092056,1078.6933808250278
210,1,120,1762.8142884415183,1641.2748189152576,1445.334129898587
211,1,121,1673.7864235088648,1568.1361258577072,1527.8355212544038
212,1,122,912.8676347610792,861.1072942405585,514.638164235812
213,1,123,1390.6639483033273,1302.286315893577,1205.554141708309
214,1,124,1733.6523592244428,1646.9037653890848,1432.7560326499838
215,1,125,1834.0278846287622,1752.5556550837584,1556.0370235579164
216,1,126,1475.9081554324207,1416.517336172523,1077.5699437044764
217,1,127,1753.4622442686841,1685.5712556558403,1261.5008302240562
218,1,128,1381.9165219746362,1329.4437332894456,1132.144068585817
219,1,129,802.5951541474528,776.3963290837331,666.8588795243234
220,1,130,579.6445405882131,585.0083871848846,741.9720316841539
221,1,131,664.0910041998512,668.0229811739832,779.4178260351562
222,1,132,779.5266795186185,780.7817288825289,810.1703759357074
223,1,133,643.5076354681019,649.5554367167509,744.8108845524888
224,1,134,781.6174998858424,779.5925352246848,861.6069116938097
225,1,135,774.8585909200802,768.0348450611059,739.0836196959262
226,1,136,883.26844890663,865.4265509283149,855.0770725277939
227,1,137,987.6298728329089,965.9953595363378,884.5460462485396
228,1,138,956.2041760740901,939.8107666332714,783.9507179728718
229,2,26,1053.8252065030956,834.1676090111689,564.6329104440575
230,2,27,661.4818857049794,763.971526105142,606.6197411656905
231,2,28,750.270371446369,889.8321707671413,685.8788405571344
232,2,29,1064.2899535411004,1210.0441092301314,939.5586206451145
233,2,30,1166.4797695610187,1329.9195144327475,937.6540712426013
234,2,31,1008.2437795954944,839.8585430013655,1006.4082964649222
235,2,32,986.8579154121207,826.1097806621572,956.7130062634436
236,2,33,1006.8695895005291,844.9387318229806,1021.3633020951818
237,2,34,1040.6386415361762,825.3672582861612,1027.7115593877168
238,2,35,716.175457331066,482.62569858556094,710.5209601895795
239,2,36,710.0240671686377,539.0978918804573,723.1049194242386
240,2,37,403.0619208446323,561.5441642267473,420.22680237275205
241,2,38,522.9724244675875,600.4420137520754,495.3852712579556
242,2,39,539.6123260227749,652.6464971674408,473.2409754405537
243,2,40,808.6099742106575,941.5096104882043,827.4848918398875
244,2,41,1187.2919271012381,1182.857910646206,1274.2845569552333
245,2,42,1275.7643255264986,1307.4687763408263,1431.9448366555735
246,2,43,1296.0236288512099,1366.9961912148158,1440.4389018418199
247,2,44,1311.6527866628878,1530.4107780933807,1587.6016482725515
248,2,45,1339.9659500027317,1520.0106594700253,1608.0869863563437
249,2,46,1354.9623791281242,1365.8136111293275,1507.9376169420448
250,2,47,1692.8954477221055,2293.848347938799,1510.8902038250644
251,2,48,1729.258166316008,2334.8351133984106,1555.3096758821982
252,2,49,2023.0637798560479,2190.2941295107967,1716.665692138868
253,2,50,1962.3148330185707,1918.7516219564918,1684.1160190050832
254,2,51,1942.227083364847,1703.614482887085,1734.2958657661984
255,2,52,1627.4647493735924,1183.9221722221796,1432.5306239088115
256,2,53,955.6530874886481,1487.6607257882604,1160.2621238660242
257,2,54,1077.1091857689703,791.7513557666654,1165.8925215056431
258,2,55,671.441839943283,1176.3753487886945,653.3801294009185
259,2,56,970.3923159064342,1188.2298945097048,1126.504580676554
260,2,57,885.2996189511684,1244.9674221982812,915.7322168919435
261,2,58,1126.6663825043074,1476.7926467043924,1090.8425133561534
262,2,59,1324.7701161409925,1486.6218305874545,1307.8742203009856
263,2,60,1498.4228945235407,1662.7785435991389,1493.9869254081748
264,2,61,1708.4687796094238,1687.5804965135464,1769.2355305644528
265,2,62,1700.1017082059436,1490.376620177257,1992.1754883748413
266,2,63,1718.0690556610534,1728.9704139639966,2156.2315372727144
267,2,64,1781.2953000857212,1535.8876656698287,2210.2605120499575
268,2,65,1711.1877176604303,1863.0901328817642,2105.037479365391
269,2,66,1528.1847146808072,1362.80178905534,1898.8156892227585
270,2,67,1471.9313354326075,1536.2429885745426,1434.4016386675153
271,2,68,1268.6368513595783,1765.2596239091638,1245.651185003251
272,2,69,1738.4513137224706,1959.5272365767962,1754.6694731827595
273,2,70,1346.406810333856,1569.6833958463642,1883.3544153885884
274,2,71,1640.7766112577287,1597.352525913143,2236.2206284535746
275,2,72,1717.6663923719707,1779.6673078559577,2441.185331177962
276,2,73,1710.7396870534822,2530.7608808600885,2642.8108213456935
277,2,74,1633.4578228005341,1797.5042325160134,2364.9002958708265
278,2,75,1414.5385467505826,1104.668414450912,2000.163664622496
279,2,76,1274.1969212769309,886.85488948287,2072.451900562502
280,2,77,743.6794581620544,660.0285305705811,2191.209176102182
281,2,78,689.0410408395196,692.5659099977208,2262.7843931806947
282,2,79,502.45473683321876,750.1398242763464,620.7833250947774
283,2,80,455.83174190407783,654.0366264635765,2405.6568392742456
284,2,81,451.12036292355333,637.7091758475265,620.0488091672074
285,2,82,470.3921710187454,448.5576252024897,2375.7213258907263
286,2,83,397.9514349470511,507.44669323869385,1495.2421125254446
287,2,84,635.5614353371607,658.5940888312884,840.6092418946615
288,2,85,675.1886808397134,747.4591722453906,842.8780070631751
289,2,86,673.9133800695158,676.6031716536954,1613.2420048407212
290,2,87,854.3881497967096,830.0013462887036,1219.9448209666646
291,2,88,848.3303052198148,819.4438360393207,1162.4674760021605
292,2,89,1393.4145084364343,1295.969510271997,1318.8808940645677
293,2,90,1294.2070502523798,1546.1480910853627,1201.714681126132
294,2,91,1259.0189474965202,1247.1298223460567,1103.0459899049806
295,2,92,1325.0296758467941,1227.3723996657707,979.802029285319
296,2,93,1179.930054432165,999.3920806113122,1285.5820059360267
297,2,94,1153.6113644441025,1068.8075537177663,1431.470332441693
298,2,95,754.2376862790175,1622.4729786779938,1859.954369298872
299,2,96,764.8937021323627,1138.0331228335372,1611.2600511512971
300,2,97,853.5742238706002,1220.6849484714696,1859.7074821698188
301,2,98,930.4036125199864,1649.7797663277365,2453.1069434070882
302,2,99,1300.4634911459866,1595.7307223199302,1967.291822596041
303,2,100,1306.656397149835,1378.4032499438367,2006.8117655181832
304,2,101,1104.0432222161633,893.5614110901481,1915.001914567813
305,2,102,1204.5460655376571,955.0667017941648,1712.843669554966
306,2,103,1177.7767382934692,894.4549908735166,1202.09659582084
307,2,104,971.2036880515597,844.1758839941106,865.0230395148183
308,2,105,842.3503417083161,1014.0979885660403,791.5709036808139
309,2,106,947.344354802337,1015.2256945037966,767.4266099480594
310,2,107,1056.7847927934517,1080.0196665261683,657.8776773209119
311,2,108,881.9842474705836,849.6210285332007,2180.845124515416
312,2,109,862.0192564487121,829.0385088070853,819.4466989005831
313,2,110,860.269982777356,830.3270438022353,788.7484315342564
314,2,111,666.5646798951204,865.2512261981783,708.1102831059225
315,2,112,723.888529293538,732.6670776267008,734.0419649705776
316,2,113,795.5684727735553,760.3251650997755,777.5799815941481
317,2,114,620.152480385932,882.2967082890001,733.2565694735015
318,2,115,652.3319584502217,611.3269816758765,392.1054641282203
319,2,116,1510.151960254266,1443.3892000639255,1179.5977771929943
320,2,117,1544.116017675102,1535.238645102772,1304.2794580970021
321,2,118,1541.8635269989122,1330.302424032162,1123.544762878218
322,2,119,1600.150856016817,1240.0395488396214,1150.1445235183849
323,2,120,1973.8372378542767,1616.4512138986022,1501.5061330099818
324,2,121,2019.7733846164044,1541.4657750376666,1474.1521667305262
325,2,122,1032.1093926623137,834.2076971121842,927.4199581184199
326,2,123,1497.2765010842907,1261.2408112780183,1171.0069725419949
327,2,124,1810.1853135140975,1614.2666187991138,1375.9829134820438
328,2,125,1897.7715493118376,1719.3871029018692,1661.4880445353342
329,2,126,1556.6761986903641,1359.724197158843,1165.6507495549895
330,2,127,1791.3515348002525,1661.4215190327932,1277.8524924249575
331,2,128,1446.5088262281072,1279.4902674030943,1235.9362151012215
332,2,129,882.3723712110001,715.3742650829637,673.6327067838876
333,2,130,569.0753253611076,614.9700607778149,752.9436745827089
334,2,131,630.677858609255,709.9909811640795,715.6996717041638
335,2,132,747.3351832279999,820.8232078773436,812.5010717239318
336,2,133,638.9944388654078,664.3478590428172,700.9707195831994
337,2,134,775.5060341550618,779.5208376084452,852.5445767579841
338,2,135,764.3844989415318,768.2185860991873,831.1182502147376
339,2,136,845.1029406126773,883.6326517159448,790.4564284908502
340,2,137,953.5303256762445,975.9484792690693,823.7882874147224
341,2,138,934.7069392270502,943.4996092244047,827.1511585872516
342,3,27,863.7725657705329,781.257618157135,633.9684729058093
343,3,28,1023.5120055508835,908.1198092905942,735.2247871447107
344,3,29,1374.0752932105013,1223.2699105288737,942.14581936165
345,3,30,1484.8296851052376,1298.7387854101205,1036.5793506580894
346,3,31,1286.0530839831556,1191.3709034168453,1040.0626438404777
347,3,32,1241.2141849429872,1158.210810602175,1121.876414805904
348,3,33,1247.835904055405,1171.6847330878777,1051.9325073738999
349,3,34,1265.0709867332948,1201.6738855418732,946.5184425477185
350,3,35,897.105136270136,855.7340697222323,638.6474405004901
351,3,36,1072.1225223766653,825.6089152424975,718.4527870608862
352,3,37,471.5411039418981,425.01592506778394,437.4112545463003
353,3,38,519.3277248881066,501.2070703805333,500.75205086834086
354,3,39,748.400164294836,494.48859614635353,539.8944472344144
355,3,40,801.257775822541,823.4685932573226,843.3819845945652
356,3,41,1089.4350839287408,1221.5075245516875,1244.461388477244
357,3,42,1363.4833364699882,1336.3921914021116,1390.2746719356564
358,3,43,1377.3902042633372,1358.7363392806637,1427.3512521228831
359,3,44,1403.9503458590382,1400.2815515089515,1511.3146837976578
360,3,45,1419.0545497145483,1418.2845613321292,1516.7855637180269
361,3,46,1344.8220583625057,1331.3697267064783,1475.2665202872697
362,3,47,2141.2820514393347,1746.2556153191285,1541.1623236866233
363,3,48,2276.8836239517505,1905.7348900043498,1583.5784910720888
364,3,49,1926.8478422288354,2040.7864345651235,1867.356109693213
365,3,50,1876.1745188995494,1921.8232154109921,1741.6357498989616
366,3,51,1857.5351776866871,1846.4503938545272,1710.0314908190715
367,3,52,1551.8768328257456,1478.4570785679002,1286.0776940761016
368,3,53,1000.8043681869262,1015.9227449942196,1150.7969994985324
369,3,54,1006.0511937736906,924.6220453520866,1128.5848666983516
370,3,55,515.6129327999088,768.3116740909865,589.3920380773786
371,3,56,1002.2915824290105,1059.40250624161,1073.3730856230773
372,3,57,992.1847705474344,1093.6061125345648,1032.2643457669385
373,3,58,1364.1507443414935,1345.462551606234,1138.9486072512739
374,3,59,1360.2107433154392,1441.6074748548792,1283.3884461395753
375,3,60,1551.7721870220778,1644.7481363725417,1503.9395257389451
376,3,61,1766.7378132011906,1816.1755908625169,1784.966744730264
377,3,62,1753.0131864911493,1755.25499956103,2065.8682892010843
378,3,63,1979.7824091887844,1989.8994321026732,2201.3006012577957
379,3,64,2044.7285846189081,1797.8545179405826,2157.763715528127
380,3,65,1784.7134324932927,1820.9338851133791,2027.3144605705609
381,3,66,1581.5673408095606,1576.5334700012584,1830.1409333799477
382,3,67,1479.107626543489,1450.416584888285,1416.008951817139
383,3,68,1260.063180007058,1467.882117566783,1179.2211449277338
384,3,69,1693.2578295969342,1719.2638597294697,1685.7604962956655
385,3,70,1489.3821474376603,1499.9268498773597,1799.8891845214855
386,3,71,1589.9125172695392,1597.5705971756279,2195.0852620864507
387,3,72,1689.9679243980556,1679.2034054052463,2445.020008080348
388,3,73,1960.2940074639412,1828.7663954483628,2622.7238579072414
389,3,74,1700.106430790983,1673.5399880168764,2410.1167790121085
390,3,75,1476.075127588898,1325.7927553285242,2004.1011610955845
391,3,76,1324.5839374524953,1106.0202838235148,2106.0379514109927
392,3,77,887.1528523151121,514.1559739093526,2126.7355185665824
393,3,78,733.5732847279626,484.0283475473708,2064.463769014289
394,3,79,432.1178611433012,539.198992070289,1057.1543481715296
395,3,80,561.6048330867214,565.4329300060213,2229.605205792866
396,3,81,604.4298513054896,595.6797035637234,771.7454982584403
397,3,82,486.2414662217349,475.5812549858953,2278.874261364689
398,3,83,388.56196546189796,501.71807183733733,1567.1044177603471
399,3,84,641.1538907659026,657.2271147238142,784.1640299565955
400,3,85,759.8763156201421,746.098616507741,870.4160636521171
401,3,86,707.384109391865,690.9567894597777,1721.7140143198435
402,3,87,883.2543546019676,854.783026662961,1489.0838479795684
403,3,88,836.9764602101633,816.6537781510758,1247.2869055025228
404,3,89,1359.4561709983166,1317.129366383897,1086.2492167364003
405,3,90,1260.6334516129768,1411.1804797557081,1061.6152272600118
406,3,91,1227.3852405491625,1261.9067089016446,1107.5603092892827
407,3,92,1291.1452540381024,1276.2305540653304,881.236332822596
408,3,93,1095.7719406381455,1059.1639384246173,1160.2727060011744
409,3,94,1087.9782341258033,1075.8363641466208,1250.6743271370335
410,3,95,1199.4424991201047,1259.4960556896615,1956.59364013405
411,3,96,784.5472280019948,1043.77156184479,1428.6017758502592
412,3,97,882.3152341644162,1170.3647920474887,1758.7991515456042
413,3,98,1504.337728262172,1543.7551935174865,2415.240685866629
414,3,99,1615.3556302619559,1645.1150975732937,2324.7692229106387
415,3,100,1348.9641360631242,1533.9528704996044,1709.2013121196453
416,3,101,1241.0757092228148,1205.7923815134407,1758.0917861749522
417,3,102,1169.1703254742756,1124.5095941371112,1851.182701975445
418,3,103,1063.0439699926612,1012.4651497767294,1101.3198053495184
419,3,104,993.2933837311022,798.1500977028746,808.8733696556624
420,3,105,828.6083977647088,872.3751849206388,697.8721885208289
421,3,106,940.6779780134316,946.5127184572975,747.5678842429467
422,3,107,1041.1807977028934,1033.2987875908168,644.603579681515
423,3,108,780.1816920807656,799.6274450510233,2401.873665221254
424,3,109,837.701699713543,830.1243749697073,851.0852986879336
425,3,110,835.118244758839,828.6850723847533,816.0850395344129
426,3,111,805.4083221199443,808.6460608680703,696.2536191657505
427,3,112,778.1999924553643,744.9699314273662,683.0616312529434
428,3,113,800.4513907647265,769.9872804007736,770.7079329397399
429,3,114,595.6238825112389,818.7193257310626,714.3747428515567
430,3,115,604.9050294081425,647.3773421559805,341.9155045903711
431,3,116,1464.8222165468515,1472.353214433853,1192.3782095453782
432,3,117,1495.4918069931755,1537.8674328816455,1280.4178753982867
433,3,118,1515.5351582989183,1402.705873825474,1078.7877001383101
434,3,119,1418.7899391802991,1336.2976912704905,1158.5209875861244
435,3,120,1765.3996035670707,1686.9696260625556,1549.7592560067333
436,3,121,1751.060925469159,1617.7737995500336,1534.477137441684
437,3,122,977.1421975265341,934.7302205829372,521.7111855060023
438,3,123,1426.8180266065633,1380.776573618832,1131.7076575779959
439,3,124,1776.7436009811515,1711.9065167994222,1322.4744381745459
440,3,125,1840.238786933092,1815.6409664623588,1524.8029574584398
441,3,126,1512.3890883972003,1506.6617501329104,1079.196802850108
442,3,127,1760.8286001814547,1736.0321633490212,1372.1478199846892
443,3,128,1405.5380039661975,1408.6156279077204,1259.6320942335567
444,3,129,857.8573317610796,868.5478326090653,749.9669009172853
