x,Q17300
393,7500.0
394,7500.0
395,7500.0
396,7500.0
397,7500.0
398,7500.0
399,7500.0
400,7500.0
401,7500.0
402,7500.0
403,7500.0
404,7500.0
405,7500.0
406,7500.0
407,7500.0
408,7500.0
409,7500.0
410,7500.0
411,7500.0
412,7500.0
413,7500.0
414,7500.0
415,7500.0
416,7500.0
417,7500.0
418,7500.0
419,7500.0
420,7500.0
421,7500.0
422,7500.0
423,7500.0
424,7500.0
425,7500.0
426,7500.0
427,7500.0
428,7500.0
429,7500.0
430,7500.0
431,7500.0
432,7500.0
433,7500.0
434,7500.0
435,7500.0
436,7500.0
437,7500.0
438,7500.0
439,7500.0
440,7500.0
441,7500.0
442,7500.0
443,7500.0
444,7500.0
445,7500.0
446,7500.0
447,7500.0
448,7500.0
449,7500.0
450,7500.0
451,7500.0
452,7500.0
453,7500.0
454,7500.0
455,7500.0
456,7500.0
457,7500.0
458,7500.0
459,7500.0
460,7500.0
461,7500.0
462,7500.0
463,7500.0
464,7500.0
465,7500.0
466,7500.0
467,7500.0
468,7500.0
469,7500.0
470,7500.0
471,7500.0
472,7500.0
473,7500.0
474,7500.0
475,7500.0
476,7500.0
477,7500.0
478,7500.0
479,7500.0
480,7500.0
481,7500.0
482,7500.0
483,7500.0
484,7500.0
485,7500.0
486,7500.0
487,7500.0
488,7500.0
489,7500.0
490,7500.0
491,7500.0
492,7500.0
493,7500.0
494,7500.0
495,7500.0
496,7500.0
497,7500.0
498,7500.0
499,7500.0
500,7500.0
501,7500.0
502,7500.0
503,7500.0
504,7500.0
505,7500.0
506,7500.0
507,7500.0
508,7500.0
509,7500.0
510,7500.0
511,7500.0
512,7500.0
513,7500.0
514,7500.0
515,7500.0
516,7500.0
517,7500.0
518,7500.0
519,7500.0
520,7500.0
521,7500.0
522,7500.0
523,7500.0
524,7500.0
525,7500.0
526,7500.0
527,7500.0
528,7500.0
529,7500.0
530,7500.0
531,7500.0
532,7500.0
533,7500.0
534,7500.0
535,7500.0
536,7500.0
537,7500.0
538,7500.0
539,7500.0
540,7500.0
541,7500.0
542,7500.0
543,7500.0
544,7500.0
545,7500.0
546,7500.0
547,7500.0
548,7500.0
549,7500.0
550,7500.0
551,7500.0
552,7500.0
553,7500.0
554,7500.0
555,7500.0
556,7500.0
557,7500.0
558,7500.0
559,7500.0
560,7500.0
561,7500.0
562,7500.0
563,7500.0
564,7500.0
565,7500.0
566,7500.0
567,7500.0
568,7500.0
569,7500.0
570,7500.0
571,7500.0
572,7500.0
573,7500.0
574,7500.0
575,7500.0
576,7500.0
577,7500.0
578,7500.0
579,7500.0
580,7500.0
581,7500.0
582,7500.0
583,7500.0
584,7500.0
585,7500.0
586,7500.0
587,7500.0
588,7500.0
589,7500.0
590,7500.0
591,7500.0
592,7500.0
593,7500.0
594,7500.0
595,7500.0
596,7500.0
597,7500.0
598,7500.0
599,7500.0
600,7500.0
601,7500.0
602,7500.0
603,7500.0
604,7500.0
605,7500.0
606,7500.0
607,7500.0
608,7500.0
609,7500.0
610,7500.0
611,7500.0
612,7500.0
613,7500.0
614,7500.0
615,7500.0
616,7500.0
617,7500.0
618,7500.0
619,7500.0
620,7500.0
621,7500.0
622,7500.0
623,7500.0
624,7500.0
625,7500.0
626,7500.0
627,7500.0
628,7500.0
629,7500.0
630,7500.0
631,7500.0
632,7500.0
633,7500.0
634,7500.0
635,7500.0
636,7500.0
637,7500.0
638,7500.0
639,7500.0
640,7500.0
641,7500.0
642,7500.0
643,7500.0
644,7500.0
645,7500.0
646,7500.0
647,7500.0
648,7500.0
649,7500.0
650,7500.0
651,7500.0
652,7500.0
653,7500.0
654,7500.0
655,7500.0
656,7500.0
657,7500.0
658,7500.0
659,7500.0
660,7500.0
661,7500.0
662,7500.0
663,7500.0
664,7500.0
665,7500.0
666,7500.0
667,7500.0
668,7500.0
669,7500.0
670,7500.0
671,7500.0
672,7500.0
673,7500.0
674,7500.0
675,7500.0
676,7500.0
677,7500.0
678,7500.0
679,7500.0
680,7500.0
681,7500.0
682,7500.0
683,7500.0
684,7500.0
685,7500.0
686,7500.0
687,7500.0
688,7500.0
689,7500.0
690,7500.0
691,7500.0
692,7500.0
693,7500.0
694,7500.0
695,7500.0
696,7500.0
697,7500.0
698,7500.0
699,7500.0
700,7500.0
701,7500.0
702,7500.0
703,7500.0
704,7500.0
705,7500.0
706,7500.0
707,7500.0
708,7500.0
709,7500.0
710,7500.0
711,7500.0
712,7500.0
713,7500.0
714,7500.0
715,7500.0
716,7500.0
717,7500.0
718,7500.0
719,7500.0
720,7500.0
721,7500.0
722,7500.0
723,7500.0
724,7500.0
725,7500.0
726,7500.0
727,7500.0
728,7500.0
729,7500.0
730,7500.0
731,7500.0
732,7500.0
733,7500.0
734,7500.0
735,7500.0
736,7500.0
737,7500.0
738,7500.0
739,7500.0
740,7500.0
741,7500.0
742,7500.0
743,7500.0
744,7500.0
745,7500.0
746,7500.0
747,7500.0
748,7500.0
749,7500.0
750,7500.0
751,7500.0
752,7500.0
753,7500.0
754,7500.0
755,7500.0
756,7500.0
757,7500.0
758,7500.0
759,7500.0
760,7500.0
761,7500.0
762,7500.0
763,7500.0
764,7500.0
765,7500.0
766,7500.0
767,7500.0
768,7500.0
769,7500.0
770,7500.0
771,7500.0
772,7500.0
773,7500.0
774,7500.0
775,7500.0
776,7500.0
777,7500.0
778,7500.0
779,7500.0
780,7500.0
781,7500.0
782,7500.0
783,7500.0
784,7500.0
785,7500.0
786,7500.0
787,7500.0
788,7500.0
789,7500.0
790,7500.0
791,7500.0
792,7500.0
793,7500.0
794,7500.0
795,7500.0
796,7500.0
797,7500.0
798,7500.0
799,7500.0
800,7500.0
801,7500.0
802,7500.0
803,7500.0
804,7500.0
805,7500.0
806,7500.0
807,7500.0
808,7500.0
809,7500.0
810,7500.0
811,7500.0
812,7500.0
813,7500.0
814,7500.0
815,7500.0
816,7500.0
817,7500.0
818,7500.0
819,7500.0
820,7500.0
821,7500.0
822,7500.0
823,7500.0
824,7500.0
825,7500.0
826,7500.0
827,7500.0
828,7500.0
829,7500.0
830,7500.0
831,7500.0
832,7500.0
833,7500.0
834,7500.0
835,7500.0
836,7500.0
837,7500.0
838,7500.0
839,7500.0
840,7500.0
841,7500.0
842,7500.0
843,7500.0
844,7500.0
845,7500.0
846,7500.0
847,7500.0
848,7500.0
849,7500.0
850,7500.0
851,7500.0
852,7500.0
853,7500.0
854,7500.0
855,7500.0
856,7500.0
857,7500.0
858,7500.0
859,7500.0
860,7500.0
861,7500.0
862,7500.0
863,7500.0
864,7500.0
865,7500.0
