benchmark,category,series_id,algo,cost_name,variant,changepoints,seg_index,low,high,cost,time_sec,nruns,M,threshold,min_seg_len,seed
M6,Finance,EURCHF,WBS,AIC,AIC_GAIN,"[16, 25, 34, 46, 56, 69, 84, 98, 106, 114, 125, 147, 159, 167, 175, 187, 201, 214, 224, 233, 244, 255, 263]",11,114,125,-126.73138198137292,0.7236220420018071,400,400,10.0,8,0
M6,Finance,EURCHF,WBS,AIC,AIC_GAIN,"[16, 25, 34, 46, 56, 69, 84, 98, 106, 114, 125, 147, 159, 167, 175, 187, 201, 214, 224, 233, 244, 255, 263]",12,125,147,-273.52680736096136,0.7236220420018071,400,400,10.0,8,0
M6,Finance,EURCHF,WBS,AIC,AIC_GAIN,"[16, 25, 34, 46, 56, 69, 84, 98, 106, 114, 125, 147, 159, 167, 175, 187, 201, 214, 224, 233, 244, 255, 263]",13,147,159,-125.89183178028046,0.7236220420018071,400,400,10.0,8,0
M6,Finance,EURCHF,WBS,AIC,AIC_GAIN,"[16, 25, 34, 46, 56, 69, 84, 98, 106, 114, 125, 147, 159, 167, 175, 187, 201, 214, 224, 233, 244, 255, 263]",14,159,167,-105.97747882742516,0.7236220420018071,400,400,10.0,8,0
M6,Finance,EURCHF,WBS,AIC,AIC_GAIN,"[16, 25, 34, 46, 56, 69, 84, 98, 106, 114, 125, 147, 159, 167, 175, 187, 201, 214, 224, 233, 244, 255, 263]",15,167,175,-94.56022875353905,0.7236220420018071,400,400,10.0,8,0
M6,Finance,EURCHF,WBS,AIC,AIC_GAIN,"[16, 25, 34, 46, 56, 69, 84, 98, 106, 114, 125, 147, 159, 167, 175, 187, 201, 214, 224, 233, 244, 255, 263]",16,175,187,-152.68572252074745,0.7236220420018071,400,400,10.0,8,0
M6,Finance,EURCHF,WBS,AIC,AIC_GAIN,"[16, 25, 34, 46, 56, 69, 84, 98, 106, 114, 125, 147, 159, 167, 175, 187, 201, 214, 224, 233, 244, 255, 263]",17,187,201,-153.97849015180265,0.7236220420018071,400,400,10.0,8,0
M6,Finance,EURCHF,WBS,AIC,AIC_GAIN,"[16, 25, 34, 46, 56, 69, 84, 98, 106, 114, 125, 147, 159, 167, 175, 187, 201, 214, 224, 233, 244, 255, 263]",18,201,214,-170.84301122656214,0.7236220420018071,400,400,10.0,8,0
M6,Finance,EURCHF,WBS,AIC,AIC_GAIN,"[16, 25, 34, 46, 56, 69, 84, 98, 106, 114, 125, 147, 159, 167, 175, 187, 201, 214, 224, 233, 244, 255, 263]",19,214,224,-129.29918904205212,0.7236220420018071,400,400,10.0,8,0
M6,Finance,EURCHF,WBS,AIC,AIC_GAIN,"[16, 25, 34, 46, 56, 69, 84, 98, 106, 114, 125, 147, 159, 167, 175, 187, 201, 214, 224, 233, 244, 255, 263]",20,224,233,-109.33215576733738,0.7236220420018071,400,400,10.0,8,0
M6,Finance,EURCHF,WBS,AIC,AIC_GAIN,"[16, 25, 34, 46, 56, 69, 84, 98, 106, 114, 125, 147, 159, 167, 175, 187, 201, 214, 224, 233, 244, 255, 263]",21,233,244,-128.32312896208438,0.7236220420018071,400,400,10.0,8,0
M6,Finance,EURCHF,WBS,AIC,AIC_GAIN,"[16, 25, 34, 46, 56, 69, 84, 98, 106, 114, 125, 147, 159, 167, 175, 187, 201, 214, 224, 233, 244, 255, 263]",22,244,255,-132.58452752910608,0.7236220420018071,400,400,10.0,8,0
M6,Finance,EURCHF,WBS,AIC,AIC_GAIN,"[16, 25, 34, 46, 56, 69, 84, 98, 106, 114, 125, 147, 159, 167, 175, 187, 201, 214, 224, 233, 244, 255, 263]",23,255,263,-93.4445423224653,0.7236220420018071,400,400,10.0,8,0
M6,Finance,EURCHF,WBS,QRMSE,QRMSE_GAIN,[263],1,0,263,0.0008152318938192133,0.12935920800373424,400,400,10.0,8,0
