x,Q10414
326,8888.72
327,8880.807
328,8723.181
329,8578.848
330,8599.656
331,8667.287
332,8527.705
333,8784.452
334,8636.458
335,8547.808
336,8599.225
337,8826.48
338,9237.541
339,8327.954
340,8750.318
341,8768.902
342,8657.148
343,8771.832
344,8848.447
345,8742.072
346,8809.395
347,8430.946
348,8649.904
349,8596.375
350,8628.567
351,8862.755
352,8406.807
353,9090.664
354,8902.423
355,8923.744
356,9090.254
357,8770.947
358,8687.222
359,8952.792
360,9052.753
361,8832.906
362,8849.379
363,8907.28
364,8820.44
365,8866.318
366,9063.391
367,8946.564
368,8888.783
369,9082.279
370,9158.801
371,8989.496
372,9143.343
373,9152.43
374,9702.694
375,8648.484
376,9317.937
377,8981.04
378,9195.762
379,9245.882
380,9191.009
381,9163.306
382,9183.762
383,9378.437
384,9091.049
385,9228.903
386,8835.73
387,9602.473
388,8709.83
389,9423.534
390,9366.28
391,9126.061
392,9104.914
393,9451.556
394,9137.747
395,9360.243
396,9257.887
397,8885.272
398,9495.531
399,8976.974
400,9172.208
401,9172.44
402,9118.845
403,9408.247
404,9375.234
405,9309.481
406,9393.936
407,8829.797
408,9126.86
409,9437.035
410,9903.458
411,8688.624
412,9394.113
413,9176.126
414,9289.034
415,9351.978
416,9365.376
417,9155.842
418,9412.42
419,9179.506
420,9304.558
421,9359.51
422,9180.584
423,9347.926
424,9192.48
425,9435.727
426,9326.021
427,9288.126
428,9255.215
429,9011.302
430,9131.071
431,9269.498
432,9279.877
433,9160.533
434,9798.633
435,8646.909
436,9219.331
437,9002.496
438,9275.807
439,9113.359
440,8808.318
441,9265.797
442,9055.838
443,9040.427
444,8976.403
445,8657.146
446,8784.164
447,9042.307
448,8700.272
449,8867.381
450,8779.324
451,8548.024
452,8677.521
453,8819.202
454,8502.159
455,8702.325
456,8659.124
457,8506.044
458,8385.669
459,8587.463
460,8413.779
461,8417.321
462,8421.619
463,8386.101
464,8524.971
465,8467.87
466,8467.282
467,8195.47
468,8327.046
469,8563.964
470,8957.127
471,7936.701
472,8549.321
473,8434.516
474,8511.127
475,8533.549
476,8559.331
477,8423.195
478,8433.521
479,8301.402
480,8386.246
481,8404.506
482,8244.97
483,8407.95
484,8198.83
485,8445.752
486,8335.405
487,8520.225
488,8325.021
489,8012.492
490,8301.675
491,8266.499
492,8319.107
493,7986.516
494,8151.147
495,8045.352
496,8187.537
497,8124.069
498,8076.411
499,8046.961
500,8119.487
501,8025.638
502,8046.724
503,8179.276
504,8089.513
505,8217.944
506,8747.906
507,7594.759
508,8233.128
509,8003.553
510,8257.706
511,8104.653
512,8059.949
513,8310.4
514,8231.984
515,8375.182
516,8224.491
517,8355.467
518,8028.622
519,8331.448
520,8369.439
521,8262.434
522,8280.985
523,8254.964
524,8339.627
525,8222.531
526,8547.234
527,8373.84
528,8277.258
529,8383.059
530,8441.508
531,7999.393
532,8495.475
533,8250.376
534,8271.287
535,8309.071
536,8212.402
537,8401.246
538,8636.326
539,8137.907
540,8181.178
541,8076.672
542,8156.079
543,8533.439
544,8229.048
545,8540.665
546,8402.882
547,8586.102
548,8382.101
549,8468.266
550,8453.973
551,8574.428
552,8659.064
553,8557.87
554,8134.691
555,8446.248
556,8132.077
557,8687.555
558,8644.557
559,8650.722
560,8676.536
561,8442.562
562,8603.251
563,8603.058
564,8429.298
565,8559.286
566,8529.289
567,8429.298
568,8469.294
569,8299.308
570,8389.301
571,8419.299
572,8499.292
573,8459.295
574,8509.291
575,8599.284
576,8469.294
577,8449.296
578,8429.298
579,8439.297
580,8449.296
581,8359.303
582,8469.294
583,8209.316
584,8599.284
585,8589.285
586,8339.305
587,8639.28
588,8699.275
589,8579.285
590,8529.289
591,8559.286
592,8599.284
593,8559.286
594,8479.293
595,8489.293
596,8569.286
597,8509.291
598,8589.285
599,8539.288
600,8619.282
601,8709.274
602,8739.272
603,8769.27
604,8579.285
605,8789.268
606,8759.27
607,8809.266
608,8739.272
609,8849.262
610,8789.268
611,8709.274
612,8829.264
613,8799.267
614,8809.266
615,8929.256
616,8859.262
617,8999.25
618,9019.248
619,9219.231
620,8959.254
621,8989.251
622,9129.239
623,9189.234
624,9279.227
625,9209.232
626,9389.217
627,9409.216
628,9239.23
629,9279.227
630,9339.222
631,9569.202
632,9409.216
633,9389.217
634,9489.209
635,9419.215
636,9539.205
637,9599.2
638,9499.208
639,9479.21
640,9689.192
641,9699.192
642,9729.189
643,9789.185
644,10029.16
645,9629.198
646,9549.204
647,9639.197
648,9629.198
649,9649.196
650,9649.196
651,9579.202
652,9749.187
653,9669.194
654,9689.192
655,9759.187
656,9769.186
657,9919.173
658,9659.195
659,10019.17
660,9859.178
661,9939.172
662,9969.17
663,9939.172
664,9919.173
665,9919.173
666,10079.16
667,9979.169
668,10169.15
669,10089.16
670,10039.16
671,10099.16
672,10009.17
673,10159.15
674,10119.16
675,10429.13
676,9909.174
677,10159.15
678,10199.15
679,9849.179
680,10039.16
681,10169.15
682,10149.15
683,10119.16
684,10409.13
685,10289.14
686,10629.11
687,10379.14
688,10519.12
689,10469.13
690,10499.12
691,10449.13
692,10539.12
693,10469.13
694,10439.13
695,10549.12
696,10639.11
697,10609.12
698,10529.12
699,10679.11
700,10719.11
701,10619.12
702,10579.12
703,10699.11
704,10659.11
705,10639.11
706,10839.1
707,10809.1
708,10669.11
709,10789.1
710,10879.09
711,10749.1
712,10689.11
713,10899.09
714,10579.12
715,10829.1
716,10739.11
717,10699.11
718,10719.11
719,10979.08
720,10589.12
721,10549.12
722,10619.12
723,10679.11
724,10629.11
725,10759.1
726,10719.11
727,10649.11
728,10609.12
729,10599.12
730,10529.12
731,10779.1
732,10549.12
733,10479.13
734,10459.13
735,10459.13
736,10429.13
