x,Q23661
222,7250
223,7290
224,7280
225,7290
226,7420
227,7450
228,7440
229,7460
230,7540
231,7560
232,7600
233,7650
234,7640
235,7670
236,7630
237,7650
238,7650
239,7650
240,7650
241,7670
242,7750
243,7770
244,7450
245,7850
246,7870
247,7880
248,7920
249,7950
250,8000
251,8100
252,8020
253,8060
254,8060
255,8100
256,8120
257,8110
258,8140
259,8160
260,8120
261,7730
262,7750
263,7760
264,7780
265,7800
266,7800
267,7830
268,7620
269,7630
270,7780
271,8050
272,8070
273,8110
274,8180
275,8220
276,8190
277,8210
278,8240
279,8310
280,8330
281,8340
282,8350
283,8360
284,8380
285,8420
286,8500
287,8550
288,8560
289,8590
290,8620
291,8540
292,8570
293,8590
294,8610
295,8640
296,8660
297,8640
298,8690
299,8690
300,8690
301,8690
302,8750
303,8780
304,8780
305,8820
306,8840
307,8880
308,8850
309,8890
310,8930
311,8950
312,9000
313,9030
314,9030
315,9050
316,9070
317,9080
318,9100
319,9110
320,9070
321,9090
322,9150
323,9150
324,9160
325,9160
326,9160
327,9180
328,9190
329,9200
330,9220
331,9230
332,9260
333,9250
334,9270
335,9280
336,9280
337,9290
338,9310
339,9340
340,9360
341,9370
342,9380
343,9380
344,9390
345,9410
346,9470
347,9470
348,9490
349,9500
350,9520
351,9550
352,9560
353,9570
354,9580
355,9590
356,9590
357,9570
358,9580
359,9610
360,9610
361,9620
362,9640
363,9640
364,9650
365,9670
366,9680
367,9700
368,9710
369,9740
370,9750
371,9760
372,9780
373,9790
374,9810
375,9810
376,9820
377,9820
378,9830
379,9840
380,9850
381,9850
382,9870
383,9880
384,9890
385,9920
386,9940
387,9960
388,9970
389,9970
390,9980
391,9940
392,9970
393,9990
394,9980
395,9990
396,10000
397,9960
398,9990
399,9950
400,9970
401,10010
402,10030
403,10020
404,10060
405,10060
406,10120
407,10120
408,10120
409,10120
410,10130
411,10150
412,10140
413,10150
414,10160
415,10160
416,10170
417,10180
418,10180
419,10200
420,10200
421,10190
422,10200
423,10210
424,10220
425,10250
426,5870
427,5930
428,5930
429,5930
430,6100
431,6100
432,6100
433,6040
434,6040
435,6040
436,6040
437,6040
438,6040
439,6180
440,6180
441,6180
442,6360
443,6360
444,6360
445,6340
446,6340
447,6340
448,6250
449,6250
450,6250
451,6390
452,6390
453,6390
454,6510
455,6510
456,6510
457,6520
458,6520
459,6520
460,6520
461,6520
462,6520
463,6640
464,6640
465,6660
466,6670
467,6680
468,6690
469,6800
470,6810
471,6830
472,6860
473,6860
474,6860
475,6930
476,6930
477,6930
478,6950
479,6960
480,6980
481,7140
482,7150
483,7160
484,7160
485,7170
486,7170
487,7200
488,7210
489,7220
490,7230
491,7410
492,7420
493,7440
494,7460
495,7470
496,7490
497,7510
498,7530
499,7570
500,7560
501,7580
502,7600
503,7820
504,7830
505,7860
506,7900
507,7900
508,7910
509,7950
510,7970
511,8060
512,8070
513,8070
514,8080
515,8250
516,8260
517,8270
518,8280
519,8310
520,8310
521,8320
522,8310
523,8350
524,8350
525,8370
526,8380
527,8510
528,8530
529,8540
530,8540
531,8560
532,8550
533,8550
534,8560
535,8590
536,8600
537,8600
538,8710
539,8720
540,8730
541,8750
542,8770
543,8770
544,8780
545,8790
546,8800
547,8840
548,8850
549,8840
550,8840
551,8850
552,8860
553,8860
554,8870
555,8870
556,8880
557,8900
558,8890
559,8930
560,8930
561,8940
562,9120
563,9130
564,9140
565,9150
566,9150
567,9160
568,9180
569,9170
570,9160
571,9170
572,9170
573,9180
574,9340
575,9350
576,9380
577,9390
578,9400
579,9410
580,9410
581,9410
582,9420
583,9420
584,9410
585,9450
586,9600
587,9610
588,9610
589,9620
590,9610
591,9610
592,9610
593,9600
594,9610
595,9600
596,9620
597,9630
598,9780
599,9780
600,9780
601,9810
602,9820
603,9840
604,9840
605,9840
606,9840
607,9880
608,9890
609,9930
610,10060
611,10060
612,10060
613,10040
614,10020
615,10020
616,10020
617,10030
618,10000
619,10010
620,10020
621,10060
622,10310
623,10350
624,10370
625,10380
626,10370
627,10390
628,10400
629,10410
630,10430
631,10440
632,10440
633,10450
634,10710
635,10730
636,10740
637,10750
638,10770
639,7150
640,7220
641,7250
642,7290
643,7430
644,7520
645,7630
646,7650
647,7650
648,7730
649,7720
650,7920
651,8040
652,8080
653,8120
654,8000
655,7760
656,7810
657,7680
658,8080
659,8200
660,8260
661,8340
662,8390
663,8540
664,8580
665,8590
666,8650
667,8690
668,8740
669,8810
670,8870
671,8960
672,9040
673,9080
674,9090
675,9150
676,9170
677,9200
678,9240
679,9280
680,9310
681,9370
682,9390
683,9480
684,9520
685,9570
686,9580
687,9600
688,9630
689,9670
690,9720
691,9770
692,9810
693,9820
694,9850
695,9880
696,9940
697,9970
698,9970
699,9990
700,9970
