x,Q15697
396,9631.007
397,9542.489
398,9182.658
399,9577.583
400,9645.47
401,9432.719
402,9900.394
403,9731.084
404,9491.206
405,9729.357
406,9534.46
407,9557.961
408,9601.769
409,9553.945
410,9692.612
411,9556.666
412,9788.481
413,9731.629
414,9909.216
415,10084.62
416,10013.59
417,9961.378
418,10029.21
419,10184.81
420,10114.15
421,10075.32
422,10335.46
423,10582.93
424,10252.74
425,10263.26
426,10010.62
427,10466.21
428,10398.04
429,10459.64
430,10542.21
431,10482.15
432,10327.83
433,10467.84
434,10322.89
435,10197.09
436,10219.57
437,10302.41
438,10000.62
439,9954.25
440,10053.44
441,10075.57
442,9849.371
443,9865.054
444,10091.51
445,10173.28
446,9709.568
447,9831.902
448,9910.144
449,9816.3
450,9830.492
451,8915.381
452,9670.657
453,9593.803
454,9587.844
455,9242.424
456,9398.065
457,9107.929
458,9347.601
459,9361.214
460,9178.459
461,9192.996
462,9126.452
463,8467.686
464,9449.216
465,8893.288
466,9073.732
467,9277.825
468,9064.086
469,9089.126
470,9326.919
471,9136.098
472,9188.457
473,9086.817
474,9166.077
475,8987.673
476,9677.572
477,9071.496
478,9258.752
479,9269.488
480,9349.036
481,9438.216
482,8707.854
483,9684.761
484,9323.203
485,8908.611
486,9655.528
487,9652.901
488,9557.983
489,10023.14
490,9667.554
491,10549.17
492,9849.995
493,9869.183
494,9885.26
495,9944.622
496,10081.81
497,10343.1
498,10017.89
499,10224.3
500,10356.88
501,10126.76
502,10290.61
503,9808.024
504,10043.12
505,10354.67
506,10423.71
507,10461.71
508,10316.19
509,10544.7
510,10390.45
511,10446.38
512,10233.55
513,10382
514,10517.05
515,10511.67
516,10490.47
517,10955.08
518,10801.67
519,10935.79
520,11015.86
521,10689.13
522,10801.04
523,10357.24
524,10858.04
525,10753.71
526,10647.02
527,10741.62
528,10865.98
529,11010.57
530,10727.46
531,10934.64
532,10154.22
533,10991.57
534,10782.32
535,10773.75
536,10806.61
537,10988.63
538,11045.05
539,11171.76
540,11003.62
541,11069.25
542,10402.03
543,10117.65
544,10839.55
545,11080.19
546,10872.37
547,11200.51
548,11233.32
549,11156.76
550,11189.57
551,11102.07
552,10905.18
553,10970.81
554,11298.95
555,10938
556,11364.58
557,11364.58
558,10981.75
559,11222.38
560,11222.38
561,11298.95
562,11473.96
563,11255.2
564,11113
565,10948.93
566,11342.7
567,11627.09
568,11320.83
569,11277.07
570,11309.89
571,11102.07
572,11156.76
573,11342.7
574,11014.56
575,11200.51
576,10948.93
577,11288.01
578,10872.37
579,11134.88
580,11102.07
581,11025.5
582,11309.89
583,11058.31
584,11528.65
585,11200.51
586,11189.57
587,11331.76
588,11794.36
589,11391.79
590,12033.73
591,12077.25
592,11761.72
593,11729.08
594,11761.72
595,11304.74
596,11098.01
597,11261.22
598,11489.71
599,11565.87
600,10923.93
601,10760.72
602,10662.8
603,11250.34
604,10423.43
605,11076.25
606,10956.57
607,10945.69
608,10923.93
609,10695.44
610,10803.07
611,11130.66
612,10891.29
613,10651.92
614,11272.1
615,10858.65
616,11489.71
617,11315.62
618,11195.94
619,11489.71
620,11293.86
621,11141.54
622,11250.34
623,11489.71
624,11457.07
625,11141.54
626,11674.68
627,11141.54
628,11587.63
629,11413.55
630,11293.86
631,11446.19
632,11174.18
633,11272.1
634,11108.9
635,11163.3
636,11467.95
637,11435.31
638,10923.93
639,11304.74
640,10858.65
641,11010.97
642,11054.49
643,10923.93
644,10717.2
645,10477.83
646,10358.15
647,9933.811
648,9465.953
649,9183.063
650,9814.127
651,9857.648
652,9694.442
653,9672.681
654,9977.332
655,10303.74
656,10042.61
657,9868.529
658,9868.529
659,9835.887
660,9955
661,9871
662,10116
663,9818
664,9975
665,10085
666,9929
667,9971
668,10109
669,10081
670,10030
671,10060
672,10055
673,10075
674,9955
675,10585
676,9878
677,9807
678,9890
679,10139
680,9754
681,9670
682,9718
683,9546
684,9719
685,9763
686,9743
687,9662
688,9649
689,9640
690,9724
691,10057
692,9610
693,9524
694,9549
695,9543
696,9570
697,9530
698,9640
699,9620
700,9770
701,9720
702,9620
703,9930
704,9870
705,9790
706,10050
707,9990
708,9910
709,10025
710,9450
711,10312
712,10098
713,9902
714,10130
715,10274
716,9599
717,9848
718,9879
719,9730
720,9917
721,9737
722,9859
723,10319
724,10297
725,10080
726,10329
727,10114
728,9844
729,10105
730,9998
731,9998
732,9928
733,9924
734,9714
735,10314
736,9845
