x,Q5109
792,5115.8
793,5172.9
794,5160
795,5232.7
796,5011.8
797,5045.1
798,5073.8
799,5125.2
800,5043.4
801,5034.5
802,5069
803,5173
804,5097.4
805,5205.1
806,5167.3
807,5233.7
808,5179
809,5171.9
810,5200.7
811,5233.5
812,5185.1
813,5109.6
814,5188.4
815,5169.5
816,5057.3
817,5043.1
818,4947.5
819,4948.8
820,5033.5
821,5054.8
822,5117.4
823,5273.8
824,5266.8
825,5517.2
826,5578.4
827,5681.6
828,5836.3
829,5839
830,5978.2
831,6031.8
832,6072.3
833,5940.7
834,6152.5
835,6275.9
836,6523.3
837,6561.5
838,6651.9
839,6701
840,6654.1
841,6533.8
842,6611.5
843,6630.6
844,6777.1
845,7016.6
846,7063.7
847,7035.9
848,7048.9
849,7064.5
850,7121.5
851,7213.4
852,8019.5
853,8097.7
854,8109.9
855,8166.5
856,8232.8
857,8239.9
858,8223.6
859,8218.5
860,8222.3
861,8219.3
862,8283.7
863,8344.3
864,8307.2
865,8440.4
