x,Q22221
218,4440.062
219,4433.184
220,4385.034
221,4412.548
222,4415.987
223,4457.258
224,4436.623
225,4495.09
226,4560.435
227,4615.464
228,4722.08
229,4766.79
230,4725.519
231,4711.762
232,4804.622
233,4890.603
234,4931.874
235,5031.612
236,5072.883
237,5165.742
238,5220.77
239,5210.453
240,5262.041
241,5310.191
242,5286.116
243,5268.92
244,5217.331
245,5265.48
246,5234.527
247,5237.967
248,5213.892
249,5213.892
250,5196.696
251,5203.574
252,5224.21
253,5200.135
254,5165.742
255,5138.228
256,5062.565
257,5100.397
258,5145.107
259,5213.892
260,5151.986
261,5169.181
262,5189.817
263,5207.013
264,5217.331
265,5207.013
266,5169.181
267,5169.181
268,5141.668
269,5258.602
270,5268.92
271,5279.237
272,5258.602
273,5290.154
274,5269.119
275,5295.412
276,5316.447
277,5347.998
278,5369.033
279,5411.102
280,5468.946
281,5532.049
282,5547.825
283,5532.049
284,5489.98
285,5447.911
286,5416.36
287,5437.394
288,5474.205
289,5511.015
290,5574.118
291,5595.152
292,5621.445
293,5647.738
294,5705.583
295,5663.514
296,5779.203
297,5768.686
298,5684.549
299,5710.842
300,5747.652
301,5805.497
302,5800.238
303,5847.565
304,5926.444
305,6063.168
306,6163.081
307,6315.581
308,6315.581
309,6152.564
310,6115.754
311,6157.823
312,6352.391
313,6436.529
314,6525.925
315,6457.563
316,6578.511
317,6688.942
318,6773.079
319,6909.803
320,6894.027
321,6851.958
322,6778.338
323,6746.786
324,6788.855
325,6830.924
326,6904.544
327,6951.871
328,7046.526
329,7220.061
330,7346.267
331,7398.853
332,7404.111
333,7283.163
334,7141.181
335,7125.406
336,7156.866
337,7189.42
338,7260.761
339,7336.417
340,7275.998
341,7394.161
342,7295.464
343,7190.207
344,7212.261
345,7297.784
346,7333.167
347,7336.446
348,7411.354
349,7465.608
350,7572.591
351,7631.917
352,7594.194
353,7667.846
354,7584.893
355,7538.042
356,7433.37
357,7524.33
358,7607.312
359,7558.207
360,7727.009
361,7821.287
362,7876.749
363,7917.98
364,7862.576
365,7828.42
366,7739.867
367,7552.531
368,7555.532
369,7615.318
370,7667.059
371,7738.535
372,7786.354
373,7782.26
374,7815.591
375,7865.759
376,7872.913
377,7934.914
378,7918.91
379,7734.814
380,7715.991
381,7751.815
382,7706.47
383,7762.229
384,7815.447
385,7843.398
386,7895.399
387,7929.199
388,7825.439
389,7935.969
390,7910.252
391,7865.28
392,7793.028
393,7836.073
394,7852.134
395,7866.114
396,7936.63
397,8023.006
398,8115.462
399,8157.5
400,8117.648
401,8157.491
402,8061.324
403,7937.561
404,7941.061
405,7997.971
406,7988.2
407,7991.114
408,8027.293
409,8054.919
410,8092.564
411,8143.165
412,8143.989
413,8221.87
414,8158.852
415,8026.536
416,8080.376
417,8137.622
418,8172.727
419,8257.166
420,8387.517
421,8507.771
422,8561.871
423,8647.748
424,8595.95
425,8647.911
426,8631.812
427,8572.725
428,8581.413
429,8611.474
430,8563.012
431,8591.692
432,8788.752
433,8870.727
434,8965.935
435,9006.812
436,8932.671
437,9083.839
438,8979.704
439,8953.977
440,8921.999
441,8923.187
442,9024.599
443,8952.529
444,9001.711
445,8993.176
446,9055.494
447,9054.89
448,8962.991
449,9100.14
450,8956.528
451,8835.805
452,8869.087
453,8886.05
454,8909.264
455,8841.471
456,8938.77
457,8945.472
458,9048.936
459,9056.482
460,8975.341
461,8971.227
462,8910.751
463,8906.493
464,8854.733
465,8858.655
466,8853.697
467,8955.981
468,8964.247
469,8991.182
470,8974.229
471,8963.412
472,8957.88
473,9039.318
474,9029.355
475,8981.507
476,9022.758
477,8998.766
478,8910.99
479,8908.584
480,9041.657
481,9135.925
482,9078.709
483,9078.152
484,9039.04
485,9136.913
486,9120.152
487,9028.051
488,9032.232
489,8977.144
490,8901.018
491,8895.303
492,8996.944
493,9003.6
494,9057.729
495,9067.039
496,9010.101
497,9130.105
498,9055.571
499,8962.012
500,8945.731
501,8932.038
502,8864.686
503,8906.158
504,9016.708
505,9034.235
506,9009.794
507,9035.626
508,9053.758
509,9116.671
510,9065.025
511,9033.641
512,9057.671
513,9055.168
514,9057.182
515,9117.236
516,9145.658
517,9147.394
518,9129.712
519,9122.05
520,9139.166
521,9252.248
522,9161.489
523,9116.585
524,9107.811
525,9090.963
526,9056.827
527,9078.632
528,9141.736
529,9138.763
530,9109.441
531,9123.911
532,9091.145
533,9172.296
534,9151.46
535,9093.332
536,9107.552
537,9076.801
538,9057.412
539,9134.228
540,9168.124
541,9259.947
542,9225.696
543,9289.778
544,9302.177
545,9355.28
546,9281.503
547,9304.047
548,9274.781
549,9244.135
550,9260.379
551,9216.232
552,9300.326
553,9315.822
554,9333.704
555,9392.628
556,9425.317
557,9574.768
558,9545.292
559,9494.145
560,9518.606
561,9571.307
562,9475.159
563,9548.772
564,9708.494
565,9695.731
566,9695.06
567,9728.103
568,9690.534
569,9692.663
570,9676.726
571,9654.758
572,9676.371
573,9658.114
574,9621.331
575,9618.877
576,9659.226
577,9729.186
578,9814.546
579,9801.62
580,9800.288
581,9849.076
582,9772.95
583,9806.616
584,9844.09
585,9851.233
586,9824.317
587,9838.729
588,9889.339
589,9857.351
590,9871.265
591,9901.776
592,9880.182
593,9943.851
594,9853.151
595,9783.153
596,9812.504
597,9813.051
598,9778.55
599,9802.771
600,9829.85
601,9885.494
602,9874.093
603,9860.966
604,9835.095
605,9863.258
606,9764.032
607,9725.025
608,9721.889
609,9675.69
610,9658.22
611,9655.045
612,9737.951
613,9800.825
614,9754.597
615,9751.797
616,9758.049
617,9804.469
618,9775.587
619,9803.394
620,9906.954
621,9765.941
622,9722.542
623,9717.066
624,9813.031
625,9802.8
626,9751.202
627,9825.832
628,9781.129
629,9830.828
630,9800.01
631,9814.124
632,9834.319
633,9873.268
634,9869.663
635,9914.059
636,10003.31
637,10007.66
638,10025.68
639,10039.16
640,10099.45
641,10163.21
642,10166.88
643,10141.88
644,10235.8
645,10260.43
646,10206.13
647,10219.28
648,10207.39
649,10235.13
650,10207.94
651,10167.87
652,10150.17
653,10181.67
654,10144.05
655,10054.1
656,10091.89
657,9967.536
658,9969.07
659,9966.309
660,10028.67
661,10072.03
662,10107.03
663,10112.42
664,10033.84
665,10032.01
666,9985.688
667,10013.6
668,9994.385
669,9883.078
670,9896.953
671,9840.282
672,9742.87
673,9754.194
674,9786.384
675,9706.154
676,9783.095
677,9821.469
678,9745.9
679,9691.647
680,9594.55
681,9558.62
682,9443.478
683,9466.721
684,9523.554
685,9549.012
686,9596.017
687,9537.64
688,9629.261
689,9649.024
690,9650.922
691,9586.208
692,9567.999
693,9601.022
694,9521.722
695,9546.165
696,9622.348
697,9594.828
698,9640.71
699,9634.871
700,9709.04
701,9747.415
702,9842.834
703,9736.963
704,9770.754
705,9687.753
706,9686.018
707,9691.071
708,9727.154
709,9699.365
710,9762.7
711,9706.087
712,9813.837
713,9858.185
714,9869.701
715,9877.161
716,9893.443
717,9767.57
718,9752.593
719,9707.957
720,9757.349
721,9693.43
722,9661.7
723,9656.484
724,9699.902
725,9779.077
726,9724.814
727,9765.759
728,9761.338
729,9712.157
730,9697.189
731,9588.834
732,9620.373
733,9653.991
734,9655.448
735,9663.589
736,9720.518
737,9839.89
